,Joueur,Nationalité,Position,Équipe,Compétition,Âge,Année de naissance,Matchs joués,Titularisations,Minutes jouées,Matchs en 90 min,Buts,Passes décisives,Buts + Passes D,Buts (sans penalty),Pénaltys marqués,Pénaltys tentés,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus sans penalty,Passes décisives attendues (xAG),xG + xAG sans penalty,Courses progressives,Passes progressives,Réceptions progressives,Buts par 90 minutes,Passes décisives par 90 minutes,Buts + Passes décisives par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes décisives hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes décisives attendues par 90 minutes,Somme des buts et passes attendues par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des buts et passes attendues hors penalty par 90 minutes,Équivalents 90 minutes joués,Actions menant à un tir,Actions menant à un tir par 90 minutes,Passes en jeu menant à un tir,"Passes arrêtées (coups francs, corners) menant à un tir",Dribbles réussis menant à un tir,Tirs ayant provoqué un autre tir,Fautes subies menant à un tir,Actions défensives menant à un tir,Actions menant à un but,Actions menant à un but par 90 minutes,Passes en jeu menant à un but,"Passes arrêtées (coups francs, corners) menant à un but",Dribbles réussis menant à un but,Tirs ayant provoqué un but,Fautes subies menant à un but,Actions défensives menant à un but,Passes réussies,Passes tentées,Pourcentage de passes réussies,Distance totale des passes,Distance progressive des passes,Passes courtes réussies,Passes courtes tentées,Pourcentage de passes courtes réussies,Passes moyennes réussies,Passes moyennes tentées,Pourcentage de passes moyennes réussies,Passes longues réussies,Passes longues tentées,Pourcentage de passes longues réussies,Passes décisives,Passes décisives attendues,Passes attendues (xA),Différence entre passes décisives réelles et attendues,Passes clés,Passes dans le dernier tiers,Passes dans la surface,Centres dans la surface,Passes progressives,Deuxième carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentés,Interceptions,Tacles gagnants,Penaltys provoqués,Penaltys concédés,Buts contre son camp,Ballons récupérés,Duels aériens gagnés,Duels aériens perdus,Pourcentage de duels aériens gagnés,Buts,Tirs,Tirs cadrés,Pourcentage de tirs cadrés,Tirs par 90 minutes,Tirs cadrés par 90 minutes,Buts par tir,Buts par tir cadré,Distance moyenne des tirs,Coups francs tentés,Penaltys marqués,Penaltys tentés,Buts attendus hors penalty par tir,Différence entre les buts marqués et les buts attendus,Différence entre les buts marqués hors penalty et les buts attendus hors penalty,Tacles réussis,Tacles gagnants,Tacles réussis dans le tiers défensif,Tacles réussis dans le tiers médian,Tacles réussis dans le tiers offensif,Duels défensifs gagnés,Duels défensifs disputés,Pourcentage de duels gagnés,Duels défensifs perdus,Total de blocs (tirs et passes),Tirs bloqués,Passes bloquées,Interceptions,Total de tacles et d’interceptions,Dégagements,Erreurs menant à un tir ou un but,Minutes jouées par match,Pourcentage de minutes jouées,Matches débutés en tant que titulaire,Minutes jouées par titularisation,Matches joués en intégralité,Nombre d’entrées en jeu,Minutes jouées par entrée en jeu,Matches passés sur le banc sans entrer en jeu,Points par match (PPM),Buts marqués par l’équipe lorsque le joueur est sur le terrain,Buts encaissés par l’équipe lorsque le joueur est sur le terrain,Différence de buts lorsque le joueur est sur le terrain,Différence de buts par 90 minutes,Impact du joueur sur la différence de buts par rapport au temps passé sur le terrain,xG de l’équipe lorsque le joueur est sur le terrain,xG concédés par l’équipe lorsque le joueur est sur le terrain,Différence xG lorsque le joueur est sur le terrain,Différence xG par 90 minutes,Impact du joueur sur la différence xG lorsqu’il est sur le terrain ou non,Touches de balle,Touches de balle dans la surface défensive,Touches de balle dans le tiers défensif,Touches de balle dans le tiers médian,Touches de balle dans le tiers offensif,Touches de balle dans la surface offensive,Touches de balle en jeu (hors coups de pied arrêtés),Dribbles tentés,Dribbles réussis,Pourcentage de dribbles réussis,Dribbles stoppés par l’adversaire,Pourcentage de dribbles stoppés,Portées de balle,Distance totale parcourue avec le ballon (en mètres),Distance progressive parcourue avec le ballon,Portées de balle progressives,Portées de balle jusqu’au dernier tiers du terrain,Portées de balle entrant dans la surface adverse,Ballons perdus en conduite,Ballons perdus sous la pression d’un adversaire,Passes reçues,Passes progressives reçues
2253,Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,24,24,2135,23.7,8,1,9,8,0,0,5,0,3.7,3.7,2.7,6.4,23,114,21,0.34,0.04,0.38,0.34,0.38,0.16,0.11,0.27,0.16,0.27,23.7,42,1.77,33,0,1,1,2,5,3,0.13,1,0,0,0,1,1,1010,1148,88.0,16860,5754,456,504,90.5,487,534,91.2,57,70,81.4,1,2.7,1.5,-1.7,22,93,10,0,114,0,20,47,0,0,20,58,1,1,0,146,26,17,60.5,8,31,12,38.7,1.31,0.51,0.26,0.67,17.1,0,0,0,0.12,+4.3,+4.3,84,58,39,37,8,37,64,57.8,27,35,12,23,20,104,55,1,89,91.2,24,89,22,0,0,0,1.71,40,31,+9,+0.38,+0.82,36.0,40.4,-4.4,-0.18,-0.03,1461,86,499,830,150,22,1461,32,14,43.8,13,40.6,740,3080,1794,23,10,2,36,9,896,21
2254,Kauã Santos,BRA,GK,Eint Frankfurt,Bundliga,21,2003,6,5,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,136,189,72.0,3227,2353,40,41,97.6,61,61,100.0,34,85,40.0,0,0.0,0.0,0.0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,15,4,0,100.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,83,21.2,5,90,5,1,45,20,2.17,14,10,+4,+0.73,+0.24,12.5,7.7,+4.8,+0.87,+0.66,210,174,209,1,0,0,210,0,0,0,0,0,125,571,369,0,0,0,0,0,97,0
2255,Tiago Santos,POR,DF,Lille,Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0,175,223,78.5,2807,603,97,106,91.5,70,87,80.5,6,19,31.6,0,0.6,0.8,-0.6,5,15,8,4,17,0,6,10,2,19,2,7,1,0,0,15,6,4,60.0,0,8,4,50.0,1.78,0.89,0.00,0.00,20.9,0,0,0,0.05,-0.4,-0.4,12,7,4,5,3,6,9,66.7,3,2,0,2,2,14,4,0,58,17.3,4,81,1,3,27,0,1.86,10,3,+7,+1.56,+1.33,8.5,4.6,+3.9,+0.88,+0.69,285,6,50,116,120,21,285,21,12,57.1,8,38.1,191,1183,661,24,17,4,13,3,206,43
2256,Pablo Sarabia,ESP,MF,Wolves,Premier League,32,1992,15,6,564,6.3,1,1,2,1,0,0,2,0,2.5,2.5,0.7,3.2,11,46,45,0.16,0.16,0.32,0.16,0.32,0.40,0.11,0.51,0.40,0.51,6.3,17,2.71,12,4,1,0,0,0,2,0.32,1,0,1,0,0,0,199,293,67.9,3451,1289,87,101,86.1,75,98,76.5,25,54,46.3,1,0.7,0.9,+0.3,8,28,14,0,46,0,12,11,5,32,4,7,0,0,0,23,4,7,36.4,1,13,6,46.2,2.07,0.96,0.08,0.17,19.6,1,0,0,0.19,-1.5,-1.5,12,7,4,7,1,7,11,63.6,4,6,0,6,4,16,5,1,38,21.6,6,63,0,9,21,6,0.94,6,13,-7,-1.12,-0.63,7.0,11.1,-4.1,-0.66,-0.20,363,3,41,182,141,16,363,9,4,44.4,3,33.3,211,959,495,11,12,0,14,9,253,45
2257,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.3,0,0,0,1,9,0,3.00,1,0,+1,+10.00,+9.83,0.1,0.0,+0.1,+0.68,+0.59,8,0,0,6,2,0,8,0,0,0,0,0,6,61,10,0,0,0,1,0,7,2
2258,Amin Sarr,SWE,FW,Hellas Verona,Serie A,24,2001,23,16,1233,13.7,3,1,4,3,0,0,0,0,1.8,1.8,2.0,3.8,21,29,64,0.22,0.07,0.29,0.22,0.29,0.13,0.14,0.28,0.13,0.28,13.7,31,2.27,27,0,2,2,0,0,2,0.15,1,0,0,1,0,0,221,310,71.3,2819,571,130,162,80.2,62,83,74.7,5,10,50.0,1,2.0,0.8,-1.0,18,19,12,1,29,0,32,11,9,3,2,11,0,0,0,29,41,54,43.2,3,15,5,33.3,1.09,0.36,0.20,0.60,16.7,0,0,0,0.12,+1.2,+1.2,18,11,3,7,8,5,8,62.5,3,12,3,9,2,20,10,0,54,47.2,16,68,1,7,20,4,0.87,10,27,-17,-1.24,-0.46,10.4,21.9,-11.5,-0.84,-0.51,450,14,41,206,206,33,450,21,9,42.9,12,57.1,231,1172,515,21,10,6,32,20,321,64
2259,Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,27,1998,28,21,1930,21.4,7,3,10,7,0,0,3,0,7.8,7.8,5.7,13.5,52,61,140,0.33,0.14,0.47,0.33,0.47,0.36,0.27,0.63,0.36,0.63,21.4,88,4.10,62,0,6,7,13,0,8,0.37,5,0,1,0,2,0,360,545,66.1,5353,1505,195,264,73.9,139,196,70.9,15,34,44.1,3,5.7,4.9,-2.7,31,19,31,6,61,0,11,41,8,39,6,8,1,0,0,84,25,39,39.1,7,43,24,55.8,2.01,1.12,0.16,0.29,13.8,0,0,0,0.19,-0.8,-0.8,16,8,6,7,3,5,19,26.3,14,18,6,12,6,22,28,0,69,76.6,21,85,8,7,21,0,1.39,29,23,+6,+0.28,+0.74,36.7,25.6,+11.2,+0.52,+0.89,789,32,125,298,375,99,789,44,14,31.8,22,50.0,437,2695,1462,52,34,22,53,35,538,140
2260,Malang Sarr,FRA,DF,Lens,Ligue 1,26,1999,14,11,1017,11.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,37,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,11.3,11,0.97,11,0,0,0,0,0,1,0.09,1,0,0,0,0,0,587,652,90.0,12118,3934,168,179,93.9,334,347,96.3,81,110,73.6,0,0.1,0.6,-0.1,2,45,2,0,37,0,7,6,1,1,18,8,0,2,0,52,11,4,73.3,0,4,0,0.0,0.35,0.00,0.00,0,14.2,0,0,0,0.06,-0.2,-0.2,13,8,9,3,1,9,18,50.0,9,15,7,8,18,31,40,2,73,43.5,11,88,10,3,16,12,1.14,12,18,-6,-0.53,-1.08,15.5,17.8,-2.3,-0.20,-0.71,755,79,347,378,35,7,755,3,1,33.3,2,66.7,463,2198,918,3,4,1,4,4,526,1
2261,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19,2005,20,20,1757,19.5,0,1,1,0,0,0,3,0,0.6,0.6,0.3,0.9,5,39,1,0.00,0.05,0.05,0.00,0.05,0.03,0.01,0.04,0.03,0.04,19.5,10,0.51,8,0,0,2,0,0,1,0.05,0,0,0,1,0,0,1205,1285,93.8,22476,7498,398,407,97.8,716,743,96.4,84,117,71.8,1,0.3,0.3,+0.7,5,43,1,1,39,0,23,10,0,1,19,15,0,0,0,68,21,23,47.7,0,4,0,0.0,0.20,0.00,0.00,0,7.3,0,0,0,0.15,-0.6,-0.6,24,15,13,10,1,15,22,68.2,7,18,15,3,19,43,82,2,88,75.1,20,88,18,0,0,2,1.85,30,19,+11,+0.56,+1.03,29.2,30.3,-1.1,-0.05,+0.51,1469,174,798,645,32,10,1469,18,10,55.6,8,44.4,968,4140,1983,5,7,1,12,7,1114,1
2262,Martin Satriano,URU,FW,Lens,Ligue 1,24,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,18,55.6,103,26,8,11,72.7,1,3,33.3,0,1,0.0,0,0.1,0.1,-0.1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0,0,3,0,0.0,6.59,0.00,0.00,0,8.6,0,0,0,0.11,-0.3,-0.3,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0,10,1.8,0,0,0,4,10,0,1.50,1,0,+1,+2.20,+2.16,1.4,0.6,+0.8,+1.73,+1.56,32,1,6,10,16,8,32,2,1,50.0,1,50.0,12,83,30,2,2,0,2,2,19,11
2263,Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,277,395,70.1,7197,4630,63,63,100.0,151,153,98.7,61,173,35.3,0,0.0,0.0,0.0,0,6,0,0,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,90,41.4,12,90,12,0,0,12,1.58,17,16,+1,+0.08,+0.38,13.1,16.4,-3.3,-0.27,+0.05,423,345,423,0,0,0,423,0,0,0,0,0,262,1182,698,0,0,0,1,0,236,0
2264,Téji Savanier,FRA,MF,Montpellier,Ligue 1,33,1991,23,23,1967,21.9,2,5,7,0,2,2,3,1,3.8,2.2,6.3,8.6,25,150,95,0.09,0.23,0.32,0.00,0.23,0.17,0.29,0.46,0.10,0.39,21.9,108,4.94,62,28,3,4,7,4,7,0.32,4,2,0,0,1,0,863,1260,68.5,19077,6170,309,385,80.3,305,405,75.3,217,386,56.2,5,6.3,6.6,-1.3,59,136,25,9,150,0,19,53,1,172,12,21,0,0,0,105,17,20,45.9,2,41,12,29.3,1.88,0.55,0.00,0.00,26.9,13,2,2,0.05,-1.8,-2.2,26,21,6,15,5,17,39,43.6,22,14,1,13,12,38,17,4,86,85.7,23,86,16,0,0,0,0.50,17,54,-37,-1.69,-1.42,24.1,40.6,-16.5,-0.75,+0.25,1494,18,161,861,484,32,1492,57,22,38.6,31,54.4,780,3800,1714,25,34,4,38,28,947,95
2265,Sávio,BRA,FW,Manchester City,Premier League,20,2004,24,19,1564,17.4,1,7,8,1,0,0,3,0,4.6,4.6,5.7,10.3,125,62,214,0.06,0.40,0.46,0.06,0.46,0.27,0.33,0.60,0.27,0.60,17.4,98,5.64,69,2,14,4,7,2,14,0.81,9,0,2,1,1,1,604,753,80.2,9105,1606,367,410,89.5,197,247,79.8,31,52,59.6,7,5.7,5.5,+1.3,38,16,44,8,62,0,16,24,2,76,5,13,2,0,0,70,0,2,0.0,1,51,19,37.3,2.93,1.09,0.02,0.05,17.8,1,0,0,0.09,-3.6,-3.6,19,13,4,10,5,6,15,40.0,9,13,2,11,5,24,7,1,65,59.9,19,79,7,5,13,4,1.50,30,25,+5,+0.29,-0.57,32.8,19.6,+13.2,+0.76,+0.86,968,11,51,252,681,134,968,105,48,45.7,36,34.3,694,5847,3265,125,42,70,38,35,755,214
2266,Nicolò Savona,ITA,DF,Juventus,Serie A,22,2003,22,16,1405,15.6,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.6,31,52,39,0.13,0.06,0.19,0.13,0.19,0.03,0.08,0.10,0.03,0.10,15.6,27,1.73,25,1,1,0,0,0,2,0.13,2,0,0,0,0,0,886,987,89.8,14790,4255,416,434,95.9,403,439,91.8,53,87,60.9,1,1.2,0.9,-0.2,15,53,11,8,52,0,9,8,1,31,7,13,0,0,0,58,7,14,33.3,2,6,4,66.7,0.38,0.26,0.33,0.50,14.8,0,0,0,0.08,+1.5,+1.5,26,13,17,8,1,12,23,52.2,11,7,1,6,7,33,22,0,64,53.8,16,78,6,6,27,3,1.86,25,9,+16,+1.02,+0.95,18.9,13.0,+6.0,+0.38,-0.18,1075,35,354,539,189,14,1075,11,6,54.5,5,45.5,702,3635,1551,31,26,0,9,4,784,39
2267,Saba Sazonov,GEO,DF,Torino,Serie A,23,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0.1,0,0,0,1,3,1,1.00,0,2,-2,-60.00,-60.07,0.0,0.4,-0.4,-13.38,-12.94,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,Joe Scally,USA,DF,Gladbach,Bundliga,22,2002,24,24,2010,22.3,0,0,0,0,0,0,5,0,0.4,0.4,1.0,1.3,42,54,50,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,22.3,22,0.99,17,1,0,2,1,1,2,0.09,2,0,0,0,0,0,1061,1265,83.9,17098,5192,539,581,92.8,446,512,87.1,55,113,48.7,0,1.0,1.0,-1.0,9,49,9,3,54,0,18,42,1,33,13,27,0,1,0,76,16,24,40.0,0,5,1,20.0,0.22,0.04,0.00,0.00,20.8,0,0,0,0.07,-0.4,-0.4,37,27,21,14,2,23,41,56.1,18,29,11,18,13,50,65,1,84,85.9,24,84,15,0,0,1,1.67,39,32,+7,+0.31,+1.40,33.6,38.3,-4.7,-0.21,+0.50,1490,79,554,700,247,16,1490,47,25,53.2,20,42.6,799,4366,2120,42,20,3,21,22,952,50
2269,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,21,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,165,195,84.6,2779,1088,78,87,89.7,67,75,89.3,13,20,65.0,0,0.0,0.1,0.0,0,14,2,0,20,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1,0,4,0,0.0,1.32,0.00,0.00,0,18.6,0,0,0,0.04,-0.1,-0.1,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0,45,10.4,4,66,0,2,5,2,1.83,3,5,-2,-0.66,-2.09,2.6,3.9,-1.3,-0.44,-1.33,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7
2270,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,26,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,100.0,8,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,15.00,15.00,0.00,0.00,9.5,0,0,0,0.09,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0,0,0,1,6,0,1.00,0,0,0,0.00,-1.21,0.2,0.1,+0.1,+1.91,+1.16,2,0,0,1,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0
2271,Oliver Scarles,ENG,DF,West Ham,Premier League,19,2005,10,3,406,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,15,33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,4.5,4,0.89,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,179,231,77.5,2604,612,112,128,87.5,61,74,82.4,5,19,26.3,0,0.0,0.1,0.0,1,6,4,1,15,0,2,3,1,11,8,10,0,0,0,28,3,4,42.9,0,3,0,0.0,0.67,0.00,0.00,0,20.2,0,0,0,0.04,-0.1,-0.1,14,10,10,3,1,10,14,71.4,4,11,2,9,8,22,14,0,41,15.6,3,82,2,7,23,6,1.20,4,4,0,0.00,+0.65,5.9,6.0,-0.1,-0.02,+0.40,295,13,86,120,93,5,295,5,1,20.0,4,80.0,138,550,312,6,9,1,9,2,169,33
2272,Dane Scarlett,ENG,FW,Tottenham,Premier League,21,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,0.00,2.65,2.65,0.00,2.65,0.09,0.12,0.22,0.09,0.22,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0,0,1,1,100.0,2.65,2.65,0.00,0.00,13.9,0,0,0,0.04,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,11,1.3,0,0,0,3,11,3,2.00,3,1,+2,+5.29,+4.94,0.6,0.8,-0.2,-0.65,-0.62,9,1,3,5,1,1,9,0,0,0,0,0,5,66,33,1,0,0,0,1,4,1
2273,Kevin Schade,GER,FW,Brentford,Premier League,23,2001,29,17,1575,17.5,7,2,9,7,0,0,2,0,5.8,5.8,2.7,8.4,43,30,118,0.40,0.11,0.51,0.40,0.51,0.33,0.15,0.48,0.33,0.48,17.5,37,2.12,21,5,3,4,3,1,8,0.46,5,0,0,3,0,0,226,392,57.7,3474,971,123,184,66.8,80,140,57.1,14,30,46.7,2,2.7,1.2,-0.7,14,25,6,1,30,0,13,25,12,26,4,19,0,0,0,53,68,51,57.1,7,40,17,42.5,2.29,0.97,0.18,0.41,11.6,0,0,0,0.15,+1.2,+1.2,28,19,10,8,10,11,18,61.1,7,12,2,10,4,32,25,0,54,60.3,17,78,3,12,21,0,1.41,32,24,+8,+0.46,+0.72,29.5,21.8,+7.7,+0.44,+1.15,629,25,94,173,371,98,629,60,19,31.7,35,58.3,320,2324,1004,43,21,24,40,30,395,118
2274,András Schäfer,HUN,MF,Union Berlin,Bundliga,25,1999,18,11,992,11.0,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.3,14,42,28,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12,0.05,0.12,11.0,21,1.91,14,0,1,1,5,0,3,0.27,2,0,1,0,0,0,300,400,75.0,4196,930,174,206,84.5,98,128,76.6,10,22,45.5,1,0.8,1.1,+0.2,7,24,9,0,42,0,20,20,0,8,17,14,0,0,0,45,21,14,60.0,1,8,1,12.5,0.73,0.09,0.13,1.00,21.5,0,0,0,0.07,+0.5,+0.5,30,14,12,15,3,15,25,60.0,10,26,4,22,17,47,21,0,55,42.4,11,75,2,7,23,7,1.11,11,17,-6,-0.54,+0.12,11.4,17.5,-6.1,-0.55,-0.50,557,26,114,296,151,15,557,20,8,40.0,10,50.0,252,1166,458,14,13,2,17,6,293,28
2275,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,33,1991,24,23,2052,22.8,2,0,2,2,0,0,5,1,1.6,1.6,0.3,1.9,12,74,16,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,22.8,20,0.88,15,0,1,0,2,2,2,0.09,2,0,0,0,0,0,1153,1384,83.3,22991,8914,407,439,92.7,608,656,92.7,131,262,50.0,0,0.3,0.8,-0.3,3,105,9,0,74,0,22,8,3,9,33,16,0,0,0,101,29,49,37.2,2,21,6,28.6,0.92,0.26,0.10,0.33,18.3,3,0,0,0.08,+0.4,+0.4,25,16,12,13,0,9,23,39.1,14,31,19,12,33,58,91,2,86,81.4,23,87,22,1,45,0,1.54,37,33,+4,+0.18,-0.79,37.7,26.9,+10.8,+0.48,+0.47,1610,195,847,672,101,24,1610,11,7,63.6,2,18.2,1025,4677,2672,12,19,1,8,4,1118,16
2276,Patrik Schick,CZE,FW,Leverkusen,Bundliga,29,1996,23,13,1161,12.9,17,0,17,17,0,0,4,0,10.3,10.3,0.6,10.9,5,16,80,1.32,0.00,1.32,1.32,1.32,0.80,0.05,0.85,0.80,0.85,12.9,28,2.17,18,0,3,3,4,0,1,0.08,0,0,0,1,0,0,225,286,78.7,2790,355,153,186,82.3,59,73,80.8,1,2,50.0,0,0.6,0.8,-0.6,11,11,4,0,16,0,15,13,5,1,2,4,0,0,0,21,32,38,45.7,17,54,27,50.0,4.19,2.09,0.31,0.63,11.4,0,0,0,0.19,+6.7,+6.7,5,4,1,2,2,1,4,25.0,3,5,0,5,2,7,12,1,50,49.6,13,77,5,10,16,2,2.13,36,20,+16,+1.24,+0.48,25.3,13.5,+11.8,+0.91,+0.21,436,11,35,184,220,89,436,19,8,42.1,10,52.6,237,808,204,5,2,5,28,21,337,80
2277,Stefan Schimmer,GER,FW,Heidenheim,Bundliga,30,1994,10,0,222,2.5,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.00,0.00,0.00,0.00,0.00,0.43,0.10,0.54,0.43,0.54,2.5,4,1.61,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,28,48,58.3,462,74,12,21,57.1,13,19,68.4,2,3,66.7,0,0.3,0.3,-0.3,4,0,2,1,3,0,2,1,1,3,0,0,0,0,0,8,2,15,11.8,0,10,2,20.0,4.05,0.81,0.00,0.00,14.4,0,0,0,0.11,-1.1,-1.1,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,22,9.5,0,0,0,10,22,5,0.00,1,5,-4,-1.62,-0.90,3.8,7.6,-3.7,-1.50,-1.18,77,3,5,29,43,15,77,1,0,0.0,1,100.0,36,128,19,0,0,0,5,0,46,15
2278,Joël Schingtienne,BEL,DF,Venezia,Serie A,22,2002,9,6,601,6.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.7,4,0.60,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,227,263,86.3,3460,1118,117,131,89.3,97,109,89.0,8,15,53.3,0,0.0,0.1,0.0,1,8,1,0,12,0,5,0,0,0,8,9,0,1,0,31,3,7,30.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,15,9,11,3,1,7,11,63.6,4,11,5,6,8,23,14,1,67,23.0,6,88,5,3,24,16,0.78,3,10,-7,-1.05,-0.51,5.7,9.3,-3.6,-0.54,+0.15,332,31,148,147,40,3,332,6,3,50.0,3,50.0,159,739,303,3,1,0,10,4,154,2
